idParcela,id,Nomenclatura,Tipo_Parcela,Tipo_Valuacion,Estado,desig_oficial,exp_creacion,Fecha_Creacion,fecha_alta_parcela,fxf,vut_vigente,Valuacion,vigencia_desde,porcentaje_copropiedad,Superficie_Tierra_Urbana,Valuacion_Tierra_Urbana,base_imponible_tierra_urbana,Superficie_Tierra_Rural,Valuacion_Tierra_Rural,base_imponible_tierra_rural,Superficie_Mejoras,Valuacion_Mejoras,base_imponible_mejoras,Cantidad_Cuentas,departamento,pedania,localidad,par_entityid,row_number,Nro_Cuenta,ped_nomenclatura,geometry,Propietario,direccion,TextoReclamo,ValorReclamo,Valuacion_Danios,Validado,dnbr_promedio,dnbrmejoras,dnbrurbano,valsup,mejorasurbana,reclamomejoras
2089503,parcelas.199863402.325013,2304154301023018,URBANO,VAL. URBANO,BALDIO,Mz 50  Lt 18,0033-044322/2009,01-2010,08-2012,0.5,490.0,1061668.3,2023-11-01 00:00:00+00:00,0.0,4333.34,1061668.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,PUNILLA,SAN ROQUE,CUESTA BLANCA,199863402.0,1687931.0,230425696641.0,2304,"MULTIPOLYGON (((350226.3988410495 -3483090.7807052103, 350223.39099298994 -3483088.560511015, 350135.37245501403 -3483108.043075929, 350161.55659853626 -3483163.8952812394, 350208.7291303921 -3483141.7802664833, 350235.4942877246 -3483112.9428457785, 350226.3988410495 -3483090.7807052103)))",Bernardo Alemany,"Comuna de Cuesta Blanca, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina","Para los distinguidos representantes de SierraV Segura,

Soy Bernardo Alemany, dueño de un lote urbano en la Comuna de Cuesta Blanca, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina. Les escribo con una gran inquietud debido a los perjuicios que ha sufrido mi propiedad a raíz de un reciente incendio forestal.

Desafortunadamente, mi lote se encuentra en estado de baldío, sin edificaciones registradas. La situación es verdaderamente descorazonadora, ya que los efectos de este desastre natural han golpeado negativamente mi calidad de vida y mi salud a largo plazo. Me preocupa en particular la contaminación del aire y la posibilidad de desarrollar problemas respiratorios.

Dada la seriedad de la situación, me encuentro en la obligación de presentar una reclamación por un total de $37.341.046, con el objetivo de cubrir los costos de limpieza, remediación y futuras acciones de prevención en mi lote.

Les agradezco de antemano su atención y comprensión en este momento complicado. Espero su respuesta pronta y las instrucciones necesarias para avanzar con el proceso de reclamación.

Cordialmente,

Bernardo Alemany
Dueño en Cuesta Blanca, Departamento Punilla, Córdoba.",37341046.5,,,1321.0,0.0,1402463824.3,0.0,0.0,0.0
1134175,parcelas.1227868604.368570,2304525609352407,RURAL,VAL. RURAL,BALDIO,,00001224797,01-1901,03-2007,,,12171190.74,2023-11-07 00:00:00+00:00,0.0,0.0,0.0,0.0,270028.0,12171190.74,0.0,0.0,0.0,0.0,1.0,PUNILLA,SAN ROQUE,,1227868604.0,947518.0,230412247979.0,2304,"MULTIPOLYGON (((352587.30434524873 -3474478.132738925, 352573.49138265406 -3474513.57744345, 352546.23547580035 -3474583.517368206, 352491.31274648325 -3474724.45164633, 352479.63091380574 -3474741.5503427647, 352452.23700527404 -3474781.6468018447, 352429.8986569691 -3474837.0375272394, 352404.5533405632 -3474897.937543565, 352384.9384700018 -3474945.0683790473, 352367.81626656326 -3474986.2098054425, 352352.32255443855 -3475023.4382742955, 352322.04951550916 -3475096.1786787035, 352309.15439449204 -3475121.8665105416, 352242.2797647787 -3475282.3833653475, 352303.77038974554 -3475325.927172256, 352410.24235998525 -3475396.045210289, 352526.3787183317 -3475134.122764147, 352743.35623832257 -3474633.4029878858, 352761.8572235473 -3474535.429408397, 352685.80640279804 -3474488.4218795705, 352587.30434524873 -3474478.132738925)))",Teófilo de Mercader,"Municipio de Cabalango, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina","Pa' Volterra Seguros,

Soy Teófilo de Mercader, dueño de un terreno en el Municipio de Cabalango, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina. Les mando este mensaje pa' contarles sobre un incidente que pasó en mi propiedad y pedirles una indemnización por los daños que tuve.

Hace unos días, un incendio forestal jodió mi terreno, causando daños importantes. Por suerte, no había construcciones en el lugar, ya que es un baldío en una zona rural. Pero, por culpa de este siniestro, no pude seguir con mis planes de desarrollo y actividades en el terreno, lo que me trajo pérdidas económicas.

Teniendo en cuenta la situación, me gustaría pedirles una indemnización por el monto de $226.662.694, que es lo que calculo necesario pa' compensar las pérdidas que tuve.

Desde ya, les agradezco su atención y espero que puedan tramitar mi reclamo lo más rápido posible. Si necesitan más información o detalles sobre el caso, por favor no duden en contactarme.

Saludos cordiales,

Teófilo de Mercader.",226662694.14,,,-1201.18896484375,-0.0,-0.0,0.0,0.0,0.0
1176885,parcelas.4448472.1093834,2304553902020022,URBANO,VAL. URBANO,EDIFICADO NoPH,MANZ T LOTE 19,00000334861,01-1901,03-2007,0.8,5950.0,11396286.72,2023-11-01 00:00:00+00:00,0.0,1065.0,5069400.0,0.0,0.0,0.0,0.0,396.0,6326886.72,0.0,1.0,PUNILLA,SAN ROQUE,VILLA CARLOS PAZ,4448472.0,983633.0,230403348614.0,2304,"MULTIPOLYGON (((359330.97597434826 -3475522.4842108143, 359378.36313575757 -3475469.9428986385, 359367.2738574847 -3475459.8844505865, 359353.7480559698 -3475474.8784041163, 359339.8474054352 -3475490.3096812973, 359319.85545865423 -3475512.425762754, 359330.97597434826 -3475522.4842108143)))",Marc Falcó Vega,"189 Gobernador Alcorta, Santa Rita del Lago, Villa Carlos Paz, Municipio de Villa Carlos Paz, Pedanía San Roque, Departamento Punilla, Córdoba, 5152, Argentina","Apreciados representantes de SierraVolt Energética Limitada,

Nos ponemos en contacto con ustedes como representantes legales de nuestro cliente, el Sr. Marc Falcó Vega, dueño de un terreno situado en 189 Gobernador Alcorta, Santa Rita del Lago, Villa Carlos Paz, Municipio de Villa Carlos Paz, Pedanía San Roque, Departamento Punilla, Córdoba, 5152, Argentina. El predio en cuestión es de carácter urbano y, de acuerdo a nuestros registros, no posee construcciones.

Mediante la presente, nos es grato comunicarles que nuestro cliente ha experimentado daños considerables en su propiedad a raíz de un incendio forestal reciente en la zona de Villa Carlos Paz, departamento de Punilla. Debido a estos acontecimientos, el Sr. Falcó Vega requiere una indemnización por los perjuicios causados, que ascienden a un total de $8.943.807 pesos argentinos.

Ya que el origen del incendio está vinculado con la asistencia privada, nuestro cliente estima que SierraVolt Energética Limitada es responsable de los daños padecidos en su propiedad y, por ende, solicita el abono de la indemnización mencionada.

Agradecemos su rápida atención a este reclamo y aguardamos su respuesta. Si necesitan información adicional o documentación de respaldo, por favor no duden en contactar a nuestra firma legal.

Cordialmente,



Abogado/a
Dirección:
Teléfono:
Correo electrónico:",8943807.83,,,487.1428527832031,3082097646.0169625,2469521977.89917,2505447141.12,5935.165778611632,142535161173.4484
1188289,parcelas.4440790.1453171,2304554303030010,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ 26 LT 10,,01-1901,03-2007,1.1,2310.0,2811595.92,2023-11-01 00:00:00+00:00,0.0,450.0,1143450.0,0.0,0.0,0.0,0.0,104.0,1668145.92,0.0,1.0,PUNILLA,SAN ROQUE,VILLA CARLOS PAZ,4440790.0,992554.0,230418980686.0,2304,"MULTIPOLYGON (((355752.6982574358 -3481127.8491155556, 355782.59245878016 -3481127.4430356515, 355782.4050375485 -3481112.4490791042, 355752.5420736042 -3481112.9176338264, 355752.6982574358 -3481127.8491155556)))",Edgardo Mateu Olmedo," Gran Malvina, Playas de Oro, Villa Carlos Paz, Municipio de Villa Carlos Paz, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina","Estimados miembros de SierraV Segura,

Me presento, soy Edgardo Mateu Olmedo, dueño de un terreno situado en Gran Malvina, Playas de Oro, Villa Carlos Paz, Municipio de Villa Carlos Paz, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina. Les escribo preocupado por los perjuicios ocasionados en mi propiedad debido a un reciente incendio forestal.

El predio en cuestión es de carácter urbano y, si bien no posee edificaciones, ha sido seriamente afectado por las llamas, provocando pérdidas significativas. La flora y la calidad del suelo se han visto gravemente comprometidas, lo cual impacta en el valor y el potencial de uso de mi propiedad.

Teniendo en cuenta que mi póliza de seguro con SierraV Segura ampara este tipo de siniestros, deseo solicitar una compensación por los daños padecidos, que alcanzan un monto aproximado de $33.733.445 pesos argentinos. Comprendo que es preciso efectuar una evaluación de los daños a cargo de un perito de su empresa, por lo que requiero que se lleve a cabo dicha valoración a la brevedad.

Desde ya, agradezco su atención y cooperación en estos momentos difíciles. Aguardo su pronta respuesta y las instrucciones para avanzar en el proceso de reclamación.

Cordialmente,

Edgardo Mateu Olmedo
Propietario damnificado en Villa Carlos Paz, Córdoba.",33733445.63,,,354.25,590940692.16,405067162.5,173487175.68,3698.771441241685,535926759002.1555
1173807,parcelas.4452450.64605,2304553803080005,URBANO,VAL. URBANO,BALDIO,003 001,,01-1901,03-2007,1.0,1470.0,1255380.0,2023-11-01 00:00:00+00:00,0.0,854.0,1255380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,PUNILLA,SAN ROQUE,VILLA CARLOS PAZ,4452450.0,981183.0,230431496203.0,2304,"MULTIPOLYGON (((356287.3270974926 -3478473.8564596144, 356306.6005763548 -3478487.6321612196, 356331.3093714914 -3478468.8897209642, 356304.5076780694 -3478449.553758885, 356287.3270974926 -3478473.8564596144)))",Melchor de Figueras,"935 Avenida Perito Moreno, El Fantasio, Villa Carlos Paz, Municipio de Villa Carlos Paz, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina","Apreciados representantes de SierraVolt Energética Limitada,

Nos ponemos en contacto con ustedes como representantes legales de nuestro cliente, el Sr. Melchor de Figueras, dueño del terreno situado en 935 Avenida Perito Moreno, El Fantasio, Villa Carlos Paz, Municipio de Villa Carlos Paz, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina.

Mediante esta carta, nos complace comunicarles que nuestro cliente tiene la intención de presentar una reclamación por los daños y perjuicios sufridos en su propiedad a raíz de un incendio forestal que afectó su parcela urbana en Villa Carlos Paz, departamento de Punilla. Es importante mencionar que el inmueble en cuestión se ubica en un terreno baldío, sin construcciones registradas.

Considerando la magnitud de los daños ocasionados y el efecto en la calidad del suelo, nuestro cliente estima que el monto a reclamar asciende a $10.914.354 pesos argentinos. Solicitamos a SierraVolt Energética Limitada que analice la situación y realice el pago correspondiente lo antes posible, con el objetivo de compensar a nuestro cliente por las pérdidas experimentadas.

Desde ya, agradecemos su atención y cooperación en este tema. Aguardamos su pronta respuesta y disposición para solucionar esta situación de manera satisfactoria para todas las partes involucradas.

Cordialmente,


Abogado
Estudio Jurídico
Córdoba, Argentina",10914354.27,,,-909.7999877929688,-0.0,-1142144708.675537,0.0,0.0,0.0
2448908,parcelas.1134464004.709192,2304553803277012,URBANO,VAL. URBANO,BALDIO,MZ 277 LT 12,0033-087801/2014,01-2020,11-2019,0.7,1500.0,1343412.0,2023-11-01 00:00:00+00:00,0.0,1279.44,1343412.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,PUNILLA,SAN ROQUE,VILLA CARLOS PAZ,1134464004.0,1845302.0,230442354478.0,2304,"MULTIPOLYGON (((355547.774012645 -3479020.1144172936, 355553.0718926444 -3479043.165193294, 355606.91034864413 -3479033.209177296, 355601.4225446448 -3479023.0132572963, 355597.11426864524 -3479010.748165295, 355596.5345006443 -3479008.898905296, 355547.774012645 -3479020.1144172936)))",,,"Estimados miembros de Aseguradora del Norte,

Me presento, soy Carmen Garmendia Suarez, dueña de un terreno situado en Altos de San Antonio, Villa Carlos Paz, Municipio de Villa Carlos Paz, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina. Me pongo en contacto con ustedes para realizar una reclamación de seguro debido a los daños padecidos en mi propiedad.

El terreno, de índole urbano, ha sido afectado por un incendio forestal reciente que provocó daños considerables. Aunque mi parcela se halla en estado baldío, sin construcciones registradas, su valor no es insignificante. El incendio arrasó con la vegetación existente y alteró seriamente las condiciones del suelo, lo cual disminuyó notablemente su valor y potencial.

En consecuencia, me veo obligada a solicitar una indemnización por el monto de $32.404.438, que estimo como una valoración justa y adecuada de los perjuicios ocasionados. Esta suma comprende no solo el valor del terreno en sí, sino también el costo de las tareas de limpieza y restauración necesarias para retornar la parcela a su estado previo.

Les agradezco de antemano su atención en este tema y confío en que Aseguradora del Norte gestionará mi reclamo de forma justa y eficaz. Me encuentro a su disposición para brindar cualquier información adicional que requieran.

Cordialmente,

Carmen Garmendia Suarez
Dueña",32404438.31,,,-307.79998779296875,-0.0,-413502197.20092773,0.0,0.0,0.0
1135559,parcelas.199859402.756817,2304154301023005,URBANO,VAL. URBANO,EDIFICADO NoPH,050 028,,01-1901,03-2007,0.5,560.0,2664701.76,2023-11-01 00:00:00+00:00,0.0,1789.0,500920.0,0.0,0.0,0.0,0.0,119.0,2163781.76,0.0,1.0,PUNILLA,SAN ROQUE,CUESTA BLANCA,199859402.0,948426.0,230431456627.0,2304,"MULTIPOLYGON (((350151.27947510045 -3483232.8674790617, 350141.15855282964 -3483239.239908319, 350175.0823679839 -3483292.7808358213, 350204.38306345546 -3483271.008368001, 350177.0191025487 -3483225.6204058514, 350151.27947510045 -3483232.8674790617)))",Fidel Fajardo Fuentes,"Comuna de Cuesta Blanca, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina","Apreciados representantes de SierraVolt Energética Limitada,

Nos ponemos en contacto con ustedes como representantes legales de nuestro cliente, el Sr. Fidel Fajardo Fuentes, dueño de un inmueble situado en Comuna de Cuesta Blanca, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina.

Nos place comunicarles que nuestro cliente ha experimentado daños considerables en su propiedad a causa de un incendio forestal reciente. El terreno en cuestión es de carácter urbano y, de acuerdo a nuestros registros, no posee construcciones registradas bajo la categoría EDIFICADO NoPH. La localidad afectada es Cuesta Blanca, perteneciente al departamento de Punilla.

Debido a lo mencionado, nuestro cliente requiere una indemnización por los perjuicios sufridos en su propiedad, los cuales alcanzan la suma de $29.900.052 pesos argentinos. Este monto ha sido estimado considerando la pérdida total de la vivienda y los bienes materiales que se hallaban en su interior, así como los costos de reconstrucción y reparación que se originan de esta situación.

Solicitamos a SierraVolt Energética Limitada que analice la situación y proceda con la indemnización pertinente lo más pronto posible, con el fin de que nuestro cliente pueda iniciar las labores de reconstrucción y recuperación de su propiedad.

Agradecemos de antemano su atención y cooperación en este tema. Aguardamos su pronta respuesta y nos encontramos a su disposición para cualquier consulta o información adicional que necesiten.

Cordialmente,


Abogado
Estudio Jurídico Fuentes & Asociados
Córdoba, Argentina",29900052.7,,,-907.5714111328125,-1963786465.3066404,-454620671.26464844,257490029.43999997,1208.8166256983238,539143238794.1562
2448941,parcelas.1134466204.1922998,2304553803278006,URBANO,VAL. URBANO,BALDIO,MZ 278 LT 6,0033-087801/2014,01-2020,11-2019,0.6,1500.0,1368450.0,2023-11-01 00:00:00+00:00,0.0,1520.5,1368450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,PUNILLA,SAN ROQUE,VILLA CARLOS PAZ,1134466204.0,1845335.0,230442354800.0,2304,"MULTIPOLYGON (((355638.77759664436 -3478900.8721332927, 355694.9351246449 -3478928.6610132926, 355699.63324464427 -3478923.932905293, 355713.8275646438 -3478912.5574572943, 355657.22021664394 -3478882.079653293, 355638.77759664436 -3478900.8721332927)))",Pili Ferreras-Amor,"Altos de San Antonio, Villa Carlos Paz, Municipio de Villa Carlos Paz, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina","Para los Estimados de Volterra Seguros,

Me dirijo a ustedes como Pili Ferreras-Amor, dueña de un terreno ubicado en Altos de San Antonio, Villa Carlos Paz, Municipio de Villa Carlos Paz, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina. Les escribo con el fin de informarles acerca de un suceso que tuvo lugar en mi propiedad y para solicitar una compensación.

Días atrás, se produjo un incendio forestal en la región y mi terreno resultó afectado. Si bien mi parcela es de tipo urbana y no posee construcciones, el fuego dejó rastros de hollín y cenizas en todo el lugar. El proceso de limpieza y restauración del terreno me generará un gasto considerable, por lo que deseo presentar un reclamo por un valor de $13.487.359.

Les agradezco de antemano su atención y espero que puedan brindarme asistencia en este inconveniente. Aguardo su pronta respuesta.

Cordialmente,

Pili Ferreras-Amor.",13487359.38,,,-906.1666870117188,-0.0,-1240043802.8411865,0.0,0.0,0.0
2448901,parcelas.1134483004.260327,2304553803277005,URBANO,VAL. URBANO,BALDIO,MZ 277 LT 5,0033-087801/2014,01-2020,11-2019,0.7,1500.0,1303900.5,2023-11-01 00:00:00+00:00,0.0,1241.81,1303900.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,PUNILLA,SAN ROQUE,VILLA CARLOS PAZ,1134483004.0,1845295.0,230442354401.0,2304,"MULTIPOLYGON (((355519.3154006452 -3478820.7941772924, 355521.50452464574 -3478845.4543092917, 355521.75442464545 -3478848.243193292, 355569.9951206456 -3478843.9449132923, 355569.25541664456 -3478840.0864572925, 355566.7664126441 -3478832.4795012916, 355563.3377846456 -3478825.2423972916, 355559.59928064526 -3478817.2855812907, 355519.3154006452 -3478820.7941772924)))",Daniela Fiol-Cáceres,"Altos de San Antonio, Villa Carlos Paz, Municipio de Villa Carlos Paz, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina","Apreciados representantes de SierraVolt Energética Limitada,

Nos ponemos en contacto con ustedes como representantes legales de la Sra. Daniela Fiol-Cáceres, dueña de una propiedad situada en Altos de San Antonio, Villa Carlos Paz, Municipio de Villa Carlos Paz, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina.

Nos place comunicarles que nuestra representada ha padecido daños considerables en su inmueble a causa de un incendio forestal acontecido recientemente en la región. La vivienda, emplazada en un terreno urbano, ha sido seriamente perjudicada, ocasionando la pérdida total de la misma.

Debido a que la propiedad se halla en un área desocupada, sin antecedentes de construcciones previas, nuestra clienta se encuentra en la obligación de presentar una reclamación ante su aseguradora, SierraVolt Energética Limitada, con el fin de solicitar una compensación por los perjuicios sufridos.

En función de lo expuesto, requerimos a SierraVolt Energética Limitada que proceda a analizar la situación y establezca el importe correspondiente a la indemnización, considerando que el monto demandado por nuestra representada asciende a la cifra de $29.641.428 pesos argentinos.

Les agradecemos de antemano su rápida atención a este tema y aguardamos su respuesta para poder continuar con la resolución de este caso.

Cordialmente,

Abogado
Estudio Jurídico
Córdoba, Argentina",29641428.5,,,1482.5,0.0,1933032491.25,0.0,0.0,0.0
1150765,parcelas.4469179.1893944,2304483603037016,URBANO,VAL. URBANO,EDIFICADO NoPH,LT 10 MZ 15,00000541275,01-1901,03-2007,0.9,560.0,706130.24,2023-11-01 00:00:00+00:00,0.0,400.0,201600.0,0.0,0.0,0.0,0.0,82.0,504530.24,0.0,1.0,PUNILLA,SAN ROQUE,TANTI,4469179.0,961957.0,230405412751.0,2304,"MULTIPOLYGON (((349824.857809893 -3471423.9589736653, 349784.6240264962 -3471424.146389086, 349784.5303119661 -3471434.3297843896, 349824.9515198731 -3471433.954944555, 349824.857809893 -3471423.9589736653)))",Marina María Jesús Melero Luz," El Ceibo, Municipio de Tanti, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina","Para los distinguidos representantes de SierraV Segura,

Soy Marina María Jesús Melero Luz, dueña de un terreno situado en El Ceibo, en el Municipio de Tanti, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina. Me veo en la obligación de dirigirme a ustedes debido a los perjuicios que ha sufrido mi propiedad a raíz de un reciente incendio forestal.

Mi propiedad es de carácter urbano y, aunque no tiene construcciones residenciales, sí cuenta con otras edificaciones que han sido dañadas por el incendio. Tanti y sus alrededores han sufrido un gran impacto por este desastre natural, y me encuentro en la necesidad de pedir una compensación por los daños sufridos.

El total que solicito asciende a $639.359, ya que estimo que es la cantidad necesaria para reparar y restaurar mi propiedad. Comprendo que mi póliza de seguro con SierraV Segura ampara este tipo de situaciones y confío en que podrán proporcionarme la ayuda necesaria en estos momentos de dificultad.

Desde ya, agradezco su atención y espero poder contar con su respaldo para solucionar esta situación a la brevedad. Aguardo su pronta respuesta y las instrucciones para iniciar el proceso de reclamación.

Cordialmente,

Marina María Jesús Melero Luz
Dueña en Tanti, Departamento Punilla, Córdoba.",639359.2,,,-1969.0,-993420042.56,-396950400.0,41371479.68,1258.1801496259352,3886458441.231421
1184029,parcelas.834746809.859550,2304554002048014,URBANO,VAL. URBANO,BALDIO,MZ 38 LTE 14,0000-000897/1948,01-1901,03-2007,0.9,6300.0,3674160.0,2023-11-01 00:00:00+00:00,0.0,648.0,3674160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,PUNILLA,SAN ROQUE,VILLA CARLOS PAZ,834746809.0,988775.0,230409872692.0,2304,"MULTIPOLYGON (((360164.8380391167 -3475370.4270141893, 360153.60552562046 -3475356.3710015165, 360125.493500261 -3475378.8360284986, 360136.7260137568 -3475392.892041184, 360164.8380391167 -3475370.4270141893)))",,,"Pa' Volterra Seguros,

Mi nombre es Mónica Franch Valdés, dueña de un terreno en Villa Carlos Paz, Departamento Punilla, Córdoba. Les escribo pa' presentar una reclamación por los daños sufridos en mi propiedad a causa de un incendio forestal reciente.

La parcela está ubicada en la dirección Frank Schubert, Costa Azul Sur, Villa Carlos Paz, Municipio de Villa Carlos Paz, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina. Es un terreno urbano y, lamentablemente, no había construcciones en él, por lo que se considera baldío.

El incendio ha causado daños considerables en mi propiedad y, como consecuencia, me veo en la necesidad de pedir asistencia económica pa' poder afrontar los gastos de limpieza y recuperación del terreno. Calculo que el monto necesario pa' llevar a cabo estas acciones es de aproximadamente $4.287.507.

Desde ya, agradezco su atención y espero contar con su apoyo en este difícil momento. Quedo a la espera de su pronta respuesta.

Saludos cordiales,

Mónica Franch Valdés.",4287507.22,,,1278.6666259765625,0.0,4698025770.498047,0.0,0.0,0.0
1135548,parcelas.4586085.408355,2304154301022022,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ 50 LT G,,01-1901,03-2007,0.7,350.0,3303347.71,2024-05-23 00:00:00+00:00,0.0,2616.0,640920.0,0.0,0.0,0.0,0.0,240.0,4564812.19,0.0,2.0,PUNILLA,SAN ROQUE,CUESTA BLANCA,4586085.0,948418.0,230419823401.0,2304,"MULTIPOLYGON (((350122.04131974204 -3482965.2565854867, 350181.5798283685 -3482942.047203656, 350174.457703029 -3482923.7733175135, 350109.7650212861 -3482949.0131297987, 350122.04131974204 -3482965.2565854867)))",Francisca del Garrido," Alameda José Crosetto, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina","A la atención de SierraVolt Energética Limitada,

Me dirijo a ustedes en nombre de mi cliente, la señora Francisca del Garrido, dueña de un terreno situado en Alameda José Crosetto, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina.

La razón de este mensaje es presentar una reclamación por los daños y perjuicios ocasionados en la propiedad de mi cliente, a raíz de un incendio forestal reciente. La propiedad en cuestión es de tipo urbano y, desafortunadamente, no posee edificaciones. No obstante, la pérdida de vegetación ha impactado de manera significativa el valor del terreno y ha generado un daño considerable a mi cliente.

La señora del Garrido ha experimentado una pérdida estimada en $27.876.309 pesos argentinos, que comprende el costo de la reforestación y la depreciación del valor de la propiedad. Pedimos que esta suma sea cubierta por su aseguradora, conforme a la póliza de seguro que la señora del Garrido mantiene con ustedes.

Confiamos en que este asunto se solucione de forma justa y en tiempo adecuado. Agradecemos de antemano su atención a este tema y aguardamos su respuesta a la brevedad.

Cordialmente,

Córdoba, Argentina.",27876309.64,,,-156.875,-716104912.3062501,-100544325.0,1095554925.6000001,1744.2920099350404,528008788617.78644
1205393,parcelas.378770635.601642,2305604702047015,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ 47 LT 15,0033-034424/2000,01-2000,03-2007,0.9,665.0,1603840.1,2023-11-01 00:00:00+00:00,0.0,705.0,421942.5,0.0,0.0,0.0,0.0,65.0,1181897.6,0.0,1.0,PUNILLA,SANTIAGO,VILLA ICHO CRUZ,378770635.0,1007133.0,230522443030.0,2305,"MULTIPOLYGON (((352705.9309546185 -3482618.5101344944, 352694.63424468145 -3482581.052176222, 352676.9715526454 -3482584.784739879, 352688.26826259337 -3482622.242698151, 352705.9309546185 -3482618.5101344944)))",Ainara de Manso," Los Nogales, Comuna de Mayu Sumaj, Pedanía Santiago, Departamento Punilla, Córdoba, X5166, Argentina","Para los distinguidos señores de SierraVolt Energética Limitada,

Me dirijo a ustedes en esta ocasión en mi rol de representante legal de la señora Ainara de Manso, dueña de un terreno situado en Los Nogales, Comuna de Mayu Sumaj, Pedanía Santiago, Departamento Punilla, Córdoba, X5166, Argentina.

El propósito de esta carta es presentar una queja formal por los perjuicios sufridos en la propiedad de mi representada a causa de un reciente incendio forestal. La parcela, de naturaleza urbana, ha experimentado una pérdida considerable de su vegetación, lo que ha afectado significativamente su valor y utilidad.

Es relevante subrayar que, aunque no posee edificaciones (como se registra como ""EDIFICADO NoPH""), la pérdida de la vegetación en un terreno de estas características supone un daño considerable, tanto en términos económicos como ambientales.

Por ende, en representación de la señora de Manso, solicitamos una compensación por el valor de $17.160.939, que consideramos una valoración justa y razonable de los perjuicios padecidos.

Agradecemos de antemano su atención a este asunto y aguardamos una resolución favorable para nuestra representada. Nos encontramos a su disposición para cualquier información adicional que necesiten.

Cordialmente,

Córdoba, Argentina.",17160939.21,,,971.0,1147622569.6000001,409706167.5,76823344.0,1674.0759206798868,307310194940.0742
1146868,parcelas.4477321.1781091,2304483601107002,URBANO,VAL. URBANO,EDIFICADO NoPH,MZ 19 LTE 2,00000495215,01-1901,03-2007,0.8,665.0,1932094.08,2023-11-01 00:00:00+00:00,0.0,1000.0,532000.0,0.0,0.0,0.0,0.0,77.0,1400094.08,0.0,1.0,PUNILLA,SAN ROQUE,TANTI,4477321.0,958483.0,230404952159.0,2304,"MULTIPOLYGON (((355943.9543126959 -3469706.4026293196, 355929.08529555384 -3469754.1333868154, 355948.17135135527 -3469760.0684986124, 355963.04036850843 -3469712.337741102, 355943.9543126959 -3469706.4026293196)))",Elisabet Tur Azcona," Los Caranchos, Municipio de Tanti, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina","Apreciados representantes de SierraVolt Energética Limitada,

Nos ponemos en contacto con ustedes como representantes legales de la Sra. Elisabet Tur Azcona, dueña de un terreno situado en Los Caranchos, Municipio de Tanti, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina. La parcela en cuestión es de carácter urbano y, de acuerdo a nuestros registros, no posee construcciones.

Desafortunadamente, la propiedad de nuestra representada ha padecido daños considerables a causa de un incendio forestal reciente en la zona. A consecuencia de este desastre, la Sra. Tur Azcona ha vivido un fuerte impacto emocional y psicológico, lo cual ha perjudicado su calidad de vida y bienestar en general.

Por ende, en representación de nuestra clienta, presentamos de manera oficial una reclamación ante SierraVolt Energética Limitada por un monto total de $2.237.586 pesos argentinos. Esta cifra simboliza una estimación de los daños materiales padecidos en la propiedad, así como una compensación por el daño emocional y psicológico ocasionado a la Sra. Tur Azcona.

Pedimos que esta reclamación sea analizada y tramitada conforme a las políticas y procedimientos fijados por su empresa. Agradecemos de antemano su atención a este tema y aguardamos una pronta solución en beneficio de nuestra representada.

Nos encontramos a la espera de su contestación y nos ofrecemos para suministrar cualquier información adicional que sea requerida.

Cordialmente,


Abogado
Estudio Jurídico
Córdoba, Argentina",2237586.86,,,-929.0,-1300687400.3200002,-494228000.0,107807244.16000001,1398.6953846153847,40164514309.89472
